ts,en,src_text,trg_text,Cosine_Score
"[ 0.7145753  -0.0761888  -0.01454279 ...  0.17530227  0.15698761
  0.7586532 ]","[ 0.00980162 -0.0033715  -0.00078007 ...  0.00912488 -0.00173329
  0.03020796]",Xiyimo xa Khabinete eka Timhakakulu1.,Issues in the environment1.,0.7307677
"[ 0.719492    0.07479192 -0.22478375 ...  0.9163789   0.9049587
  1.2405208 ]","[ 1.20471288e-02  1.16821965e-02 -9.31546674e-05 ...  2.73653734e-02
  2.68964358e-02  2.49931645e-02]","Samiti ya Brazil, Russia, India, China na Afrika-Dzonga (BRICS) ya vu12 Khabinete yi amukele mivuyelo ya Samiti ya BRICS ya vu12 leyi rhangeriweke hi Phuresidente Cyril Ramaphos Samiti leyi a yi rhurheriwile hi Phuresidente Vladimir Putin wa Federexini ya Russia, yi kanele hi xinakulobye xa BRICS xa ntshamiseko wa misava, nsirhelo lowu avelaniwaka na ku kula ka maendlelo mantshw Mivuyelo ya kona yi katse ku amukeriwa ka Qhinga ra Xinakulobye xa Ikhonomi ya BRICS leri pfuxetiweke (2020-2025) na ku amukeriwa ka Qhinga ro Lwisana na Vutherorisi ra BRIC Ntwanano wa Moscow lowu amukeriweke emakumu ka samiti wu kombise, exikarhi ka swin'wana, nseketelo wa Ajenda ya Yuniyoni ya Afrika (AU) ya 2063 na matshalatshala lama kongomisiweke eka mpfangano lowu tiyisiweke na nhluvukiso eka tikokulu, ku katsa na nsimeko wa Ndhawu ya Mabindzu ya Nkaswipimelo ya Tikokulu ra Afrik Samiti leyi yi tlhele yi tekela enhlokweni ndzima leyi khatsiweke hi AU eka ku tirhana na mavangwa ya swimakiwakulu, ngopfungopfu endzeni ka rimba ra Xinakulobye Xintshwa xa Nhluvukiso wa Afrika, na nkoka wa ku kondletela vuvekisi ku seketela nhluvukiso wa tiindasitiri, ku tumbuluxa mitirho, na ku tiyisisa nsirhelelo wa swakudya, ku lwisana na vusweti na ku lulamisela nhluvukiso lowu yisekaka emahlweni wa Afrika Rendzo ro Tirha hi","The outcomes included the adoption of a revised Strategy for BRICS Economic Partnership (2020-2025) and the adoption of the BRICS Counter-Terrorism Strateg The Moscow Declaration adopted at the end of the summit expressed, among other issues, support for the African Union (AU) Agenda 2063 and the efforts towards intensified integration and development in the continent, including implementation of the Agreement on the African Continental Free Trade Are",0.8295852
[0.65458536 0.3703509  0.04135982 ... 1.0460453  0.56307685 1.1885722 ],"[ 0.01083313 -0.00128139  0.0014101  ...  0.03380753  0.02797186
  0.02112096]","Phuresidente wa Malawi Khabinete yi amukele Rendzo ro Tirha leri fambeke kahle ku nga ri khale ro ta eAfrika-Dzonga hi swirho swa Mfumo wa Malawi leri rhangeriweke hi Phuresidente Lazarus Chakwer Nhlengeletano leya le xikarhi ka Tiphuresidente Chakwera na Ramaphosa yi kanele timhaka ta vuxaka exikarhi ka matiko lamambirhi, ta xifundza na ta tikokulu ta ntsakelo wa matlhelo hamambirh Afrika-Dzonga yi tama ya ha tibohile eka ku antswisa na ku tiyisa vuxaka na Malawi hi ku tirhisa mabindzu na vuvekisi leswi ndlandlamukisiweke hi xikongomelokulu xa ku fikelela vutihanyisi bya kahle ematikweni hamambirh Matiko lamambirhi ma na vuxaka bya xinghana lebyi nga na malembe mo tal Khabinete yi tlhele yi nyikiwa vuxokoxoko hi mhaka ya Ttn Shepherd na Mnn Mary Bushiri, lava va balekeleke eMalawi loko va hume hi beyili ya R200 000 ha un'we endzhaku ka swihehlo swa vumbabva na ku tumbeta swihlovo swa timal Khabinete a yi enerisekile hi mukhuva lowu Ntlawa wa Vululami, Nsivelo wa Vugevenga na Vuhlayiseki wu tirhaneke hakona na mhaka leyi naswona ntlawa lowu wu ta nyika vaaki leswintshwa leswi nga eku humeleleni hi mayelana na mhaka ley Tiphurosese ta ku rhumeriwa ka mubaleki hi tiko kuya eka rin'wana ti sunguriwile Mihlawulo yo pfala swivandla swa swirho ya timasipala Khabinete yi hoyozela Khomixini ya Nhlawulo leyi Tiyimelaka eka mihlawulo yo pfala swivandla swa swirho, leyi khomiweke eka 95 wa tiwadi eka 55 wa timasipala hinkwato hi Ravunharhu, 11 Hukuri 2020.","Cabinet welcomed the signed Sugar Industry Master Plan by Agriculture, Land Reform and Rural Development Minister Thoko Didiza and the sugar industry secto The Sugar Master Plan seeks to take urgent action to protect thousands of jobs, rural livelihoods and businesses, and at the same time create a bold new ambition for the future, which seeks to create diversified revenue streams for sugar producers, and deliver significant new job opportunitie",0.8113467
[1.1582977  0.24687219 0.13236006 ... 0.7289057  0.99840564 1.5329474 ],[0.03126449 0.0273159  0.00909942 ... 0.0048926  0.05054045 0.02398624],"Mihlawulo ya timasipala yi tshama ya ha ri phuphu ya ku antswisa xidemokirasi xa hina eka tilevhele ta swifundzatsongo na xa timasipal Khabinete yi khense maAfrika-Dzonga hinkwavo lava va tekeke xiave eka mihlawulo yo pfala swirho, leyi yi khomiweke rosungula endzhaku ka loko migingiriko ya nhlawulo yi yimisiwile nkarhinyana hi Nyenyankulu hikwalaho ka ntungukulu wa Vuvabyi bya Khoronavhayirasi (COVID-19) Ntlhanu wa masiku ya rixaka ya ku zila Khabinete yi hlohloterile maAfrika-Dzonga hinkwavo ku teka xiave eka ntlhanu wa masiku lama taka ya ku zila ku tsundzuka lavaya va lahlekeriweke hi vutomi bya vona hikwalaho ka COVID-19 na madzolonga yo ya hi rimbewu na ku dlayeteriwa ka vaxisati (GBVF).","Cabinet thanked all South Africans who took part in the by-elections, which were the first time after election activities were suspended in March owing to the Coronavirus Disease (COVID-19) pandemic",0.79707354
"[ 1.0162703  -0.23411123  0.4766885  ...  0.8294186   1.2863038
  3.0770884 ]","[ 0.00555149 -0.00090346  0.02027544 ...  0.02163544  0.04008796
  0.08742988]","Mijeko ya rixaka hinkwayo yi ta ehlisiwa eka nkarhi wa ntlhanu wa masiku ya ku zila ku sungula hi Ravunharhu, 25 Hukuri kufikela Sonto, 29 Hukuri 2022.","All national flags will fly at half-mast during five days of mourning starting from Wednesday, 25 November to Sunday, 29 November 2022.",0.8823644
"[ 0.18687986  0.20844528 -0.2439338  ...  1.2569226   0.7972819
  0.39545363]","[ 0.01253144 -0.00062005  0.00027173 ...  0.04994455  0.04286899
  0.02956812]","Hi goza ra vun we ku xixima na ku tsundzuka hinkwavo lavaya va hundzeke emisaveni hikwalaho ka COVID-19 na GBVF, vaakatiko hinkwavo va hlohloteriwa ku ambala swiambalo na swipereteriwa leswi yimelaka ku zila hi ku ya hi mfuwo wa vona, ndhavuko na nkholwo wa vukhongeri Ku Sayiniwa ka Kungukulu ra Chukela Khabinete yi amukele Kungukulu ra Indasitiri ya Chukela leri sayiniweke hi Holobye wa Vurimi Antswiso wa Misava na Nhluvukiso wa Matikoxikaya Thoko Didiza na sekitara ya indasitiri ya chukel Kungukulu lera Chukela ri lava ku teka goza ra xihatla ku sirhelela magidi ya mitirho, vutihanyisi bya matikoxikaya na mabindzu, naswona hi nkarhi wun we ku tumbuluxiwa navelo wo fikelela swa xiyimo xa le henhla leswintshwa wo tiya wa vumundzuku, lowu wu lavaka ku tumbuluxa tindlela ta malinhlengeleto leyi hambanisiweke eka vahumesi va chukela, na ku phakela swivandlanene swa mitirho leswintshwa swo tivikan Indasitiri ya chukela i muthori wa nkoka swonghasi wa vatirhi na xihlovo xa vutihanyisi xa tinhlayo letikulu ta miganga ya matikoxikay Swiboho swa Khabinete1.","In a united move to honour and remember all those who have succumbed to COVID-19 and GBVF, all citizens are encouraged to wear attires and ornaments which symbolise mourning based on their culture, tradition and religious belief",0.8022973
"[ 0.7308351   0.3155155  -0.27911288 ...  1.5113674   1.1271169
  0.573824  ]",[0.02398683 0.00204231 0.0003401  ... 0.04171139 0.01711172 0.01983807],"Qhinga ro Lwisana na Vukungundzwana ra Rixaka (NACS) Khabinete yi pasise NACS leyi yi nyikaka rimba ra mphalalo ra tiko hinkwar Qhinga leri i mbuyelo wa nkanerisano wa tiko hinkwaro na tisekitara to hambanahambana, ku katsa na mabindzu, mfumo na vaaki lava nga na ku tsakela kun w Ntlawa wo Yelanisa wa NACS, lowu vumbiwaka hi vaaki lava nga na ku tsakela kun we, swidyondzeki, mabindzu na vayimeri va mfumo, va seketele ku vumbiwa ka qhinga ler NACS yi angarhela tsevu wa tiphuphu, leti katsaka ku kondletela na ku hlohlotela vuakatiko byo gingirika,","Cabinet approved the NACS which provides a nationwide intervention framewor The strategy is the culmination of a countrywide consultation with various sectors, including business, government and civil societ The NACS Reference Group, comprising civil society, academia, business and government representatives, supported the compilation of this strateg",0.8745301
"[ 0.5213767   0.36931652 -0.2524004  ...  0.67068994  0.6423251
  1.398162  ]","[ 0.03721891  0.00253845 -0.00023233 ...  0.02928168  0.02568119
  0.02775122]","vulumandleve, vutengi na nkavuciva; ku antswisa ku endliwa ka vatirhi va va va xiphurofexinali, ku tiyisiwa ka mafumelo eka mihlangano, na ku tiyisiwa ka ku nyikiwa ka swipfuno na ku tirhisanisiwa ka matirhelo na vutihlamuler Qhinga leri ri tlhela ri ringanyeta Khansele yo Tsundzuxa yo Lwisana na Vukungundzwana ya Rixaka tanihi ndzulamiselo lowu nga na xivumbeko ku tiyisisa leswaku ku na vuvekatihlo lebyikulukumba, vutihlamuleri na nkavuciv Xivumbeko lexa nkarhinyana xi ta sungula phurosese ku tumbuluxa xivumbekoxinawu xo angarhela lexi nga ta vika hi ku kongoma ePalamende Qhinga ra Ndlandlamukiso wa Tindhawu leti Sirheleriweke ra Rixaka (NPAES) Khabinete yi pasise NPAES leyi pfuxetiweke leswaku yi tirhisiw Qhinga leri ri pasisiwile leswaku vaaki va nyika mavonelo hi Hukuri 2018.","The strategy also proposes and interim National Anti-Corruption Advisory Council as a structural arrangement to ensure greater monitoring, accountability and transparenc This interim structure will commence a process to set up an independent overarching statutory structure that will report directly to Parliament National Protected Areas Expansion Strategy (NPAES)",0.8145833
[0.4991965  0.24039264 0.02191216 ... 0.81958234 0.80263686 1.5248686 ],[0.01663922 0.01555581 0.00452091 ... 0.02932821 0.02262056 0.03927348],"Mikanerisano leyi yi vangile swibumabumelo leswi pfuxetiweke swo hlayanyana leswaku swi engeteriwa eka mikavanyisa ya kaye ya qhinga ler Afrika-Dzonga hi rin wana ra matiko yo fuma hi ku landza ku hambana ka swimila na swiharh Ri xaxametiwile tanihi rin wana ra tinxaka to hambana swinene ta le henhla ta misav Ku lawula na ku hlayisa swiphemu leswa ku hambana ka swihanyi swa nkoka swonghasi swi tlhele swi hoxa xandla eka ku tumbuluxa mitirho hi ku tirhisa minongonoko ya vupfhumba na nhlayiso wa ntumbuluko, naswona yi tlhela yi tirha tanihi tindhawu ta ndzavisiso wa swa sayense Rimba ra ku Hambana ka Swihanyi ra Rixaka leri Pfuxetiweke (NBF) Khabinete yi pasise ku kandziyisiwa ka NBF leswaku vaaki va nyika mavonel Leri i kungu ra matirhelo ra sekitara ku tirhana na mixungeto ya ku hambana ka swihanyi leyi yi kumiweke hi nkarhi wa nhlahluvo wa xisayense wa xiyimo xa ku hambana ka swihanyi na ikhosisiteme eAfrika-Dzonga leri endliweke hi Vandla ra ku Hambana ka Swihanyi ra Rixaka ra Afrika-Dzonga hi 2012.","South Africa is one of the richest countries in terms of plants and animal diversit It is listed as one of the world s top three mega diverse nation Managing and conserving these essential biodiverse elements also contributes to creating jobs through tourism and nature conservation programmes, and also serves as places of scientific research",0.81416094
"[ 0.55098414  0.13774471 -0.02817461 ...  0.9283576   0.4563754
  0.4801923 ]","[ 0.01254844 -0.00090967  0.00310119 ...  0.02214584  0.05128685
  0.05335247]","Swiyenge swa nkoka swonghasi swo tala eka xiviko xa nhlahluvo swi fambelana na tiikhosisiteme ta mati yo tenga, milambu na mahlangano ya milambu na swinambyana lama nga na tinhlampfi ta le matini yo tenga leti nga sirhelelekangiki swinene eka mixaka ya swihanyi hinkwayo Kungukulu ra Sekitara ya Swihlahla ya Xibindzu (CFS) ra Afrika-Dzonga (2020-2025) Khabinete yi pasise nsimeko wa Kungukulu ra CFS, leri ri twananiweke hi indasitiri, mfumo na vatirh Kungu leri ri ringanisa mbuyelo wa swa mbangu, swa ikhonomi na swa vanhu kusuka eka swipfuno swa swihlahl Ri rhekoda nkombo wa swiyengekulu swa nkongomo: (a) ku ndlandlamukisiwa ka xipfuno xa swihlahla na nhlayiso/nsirhelelo, (b) ncinco wa sekitara, (c) engetelo wa nkoka na ku phurosesiwa, (d) ku yiviwa ka mapulangi na migingiriko leyi nga riki enawini, (e) ndzavisiso, nhluvukiso, maendlelo lamantshwa na nhluvukiso wa swikili, (f) switshimbisikulu swa ku kula ka sekitara na (g) nhluvukiso wa nhlangano Rimba ra nsimeko ra rixaka eka ku endliwa ka Vukorhokeri bya Mfumo byi va bya xiphurofexinali Khabinete yi pasise ku kandziyisiwa ka rimbampfapfarhutwa ra nsimeko wa rixaka eka ku endliwa ka Vukorhokeri bya Mfumo byi va bya xiphurofexinal Leswi swi fambisana na vutiboheleri lebyi byi endliweke hi mafambiselo ya vutsevu ku tumbuluxa Vukorhokeri bya Mfumo lebyi nga na vuswikoti, bya matikhomelonene na ku va bya nhluvukis","The most critical areas in the assessment report relates to fresh water ecosystems, rivers and estuaries with fresh water fish being the most vulnerable of all the species Commercial Forestry Sector (CFS) Master Plan for South Africa (2020-2025)",0.82437545
