ts,en,src_text,trg_text,Cosine_Score
"[ 0.89027935 -0.14342321  0.0655414  ...  0.66937125  0.99954844
  1.6171694 ]","[ 0.01079391 -0.0014424   0.00252767 ...  0.01134935  0.00040437
  0.03735143]","Khabinete yi hlangane hi Ravunharhu, 4 Ndzati 2019 eTuynhuys eKap Mahungu ya SweswiHi ku ya hi nxopaxopo wa timhakankulu ta sweswi, Khabinete yi twananile hi leswi landzelaka: 1.","Cabinet met on Wednesday, 4 September 2019 at Tuynhuys in Cape Town Current affairsBased on an analysis of the current affairs environment, the following was agreed by Cabinet: 1.",0.88731205
[0.61030376 1.0150464  0.03765021 ... 0.8266595  0.9516296  0.9422145 ],[0.01941265 0.02315835 0.00293436 ... 0.03178496 0.02462867 0.02432738],"Madzolonga yo ya hi Rimbewu (GBV) Khabinete yi tikatsa na rixaka eku rileni ku dlawa, ku pfinyiwa na ku xanisiwa ka vavasati hi vavanuna leswi yaka emahlweni swi humelela etikweni ra ka hin Mihlaselo leyi ya mahlomulo ehenhla ka vavasati yi kombisa ku hluleka ka hina ka nhlanganelo ku angula eka ku rila ka lava nga sirhelelekangiki exikarhi ka hin","Cabinet joins the nation in mourning the killings, rape and abuse of women by men that continue to take place in our countr These horrific attacks on women reflects our collective failure to respond to the cries of the most vulnerable in our mids",0.8463374
[0.7305016  1.1700563  0.07747844 ... 0.8563936  1.6047587  0.8535272 ],"[1.7496012e-02 3.3517432e-04 8.3575542e-05 ... 1.8197911e-02 4.5468491e-02
 3.9998369e-04]","Exikarhi ka swona i nkombiso wa mpfumaleko lowukulu wa angulo wo ringanela eka madzolonga ya siku na siku lama yaka emahlweni ehenhla ka ticece, vana, vadyuhari, vavasati lava hanyaka na vutsoniwa, wansati wo rhandza rimbewu-fanana, wanuna wo rhandza rimbewu-fanana, rimbewumbirhi, munhu wo navela ku hanya tanihi rimbewufularha, ku va na timbewu timbirhi na muganga lowu nga tolovelekangiki/wo vutisela na vavasati va varhurh","At its core is the manifestation of a profound lack of adequate response to the continued daily violation of babies, children, the elderly, women living with disabilities, the lesbian, gay, bisexual, transgender/transsexual, intersex and queer/questioning community and migrant wome",0.8911394
[0.9973522 2.2054358 3.6650145 ... 1.1978317 1.1259751 0.8656596],[0.0136965  0.02151735 0.10058782 ... 0.04341669 0.03481609 0.00849175],"Khabinete yi kombele ku nyikiwa ka xigwevo xa le henhla eka vaendlaswiv Ku ri karhi ku nga kanetaniwi na ntiyiso wa leswaku ku na mpimo wa ku voniwa nandzu wa le henhla (74%) wa GBV na kutlula 4 000 wa vaendlaswivi lava kumeke swigwevo swo fela ekhotsweni, swo tala swa ha fanele ku endliw Ku dlayiwa, ku pfinyiwa na ku xanisiwa ka wansati un'we i ka vo tala kutlula mpim","Cabinet has called for the imposition of the maximum sentence to the perpetrator Notwithstanding the fact that there is a high conviction rate (74%) of GBV and over 4 000 perpetrators who have received life sentences, more still needs to be don One women killed, raped and abused is one too man",0.9121296
[1.0288757  2.0052967  0.10650688 ... 1.1387687  1.6038258  0.41983324],"[ 3.2281242e-02  4.6725724e-02 -8.6430824e-05 ...  4.2496961e-02
  5.3395048e-02  1.8537872e-02]","Rhijisitara ra Rixaka ra Milandzu ya swa Masangu ri ta yisiwa ePalamende ku va ri tekeriwa enhlokweni ku va ri ta hundzuluxiwa eka Nawu wa Milandzu ya swa Masang Mihundzuluxo leyi yi tiyisisa leswaku rhijisitara ra ndlandlamuxiwa leswaku ri angarhela vaonhi lava va endleke nandzu wa swa masangu wihi kumbe wihi, tanihi laha swi nga hakona sweswi rhijisitara ri pimiwile ntsena eka vanhu lava voniweke nandzu na ku gweveriwa ku tlula milawu ya vana lavatsongo kumbe vanhu lava nga na vutsoniwa bya miehleket Khabinete yi hundzisela michavelelo ya le mbilwini eka mindyangu na vanghana va Uyinene Mrwetyana, Leighandre Jegels, Nolunde Vumsindo, Meghan Cremer, Jess Hess, Ayakha Jiyane na vamakwavo vanharhu na vavasati na vana hinkwavo lava dlayiweke hindlela ya tihanyi hi vavanun","The national Register of Sexual Offences will be placed before Parliament for consideration for amendment to the Sexual Offences Ac These amendments will ensure that the register is extended to cover offenders who have committed any sexual offence, as it stands currently the register is limited to only individuals who are convicted and sentenced for violating a minor or an individual who is mentally disable Cabinet expresses its deepest condolences to the families and friends of Uyinene Mrwetyana, Leighandre Jegels, Nolunde Vumsindo, Meghan Cremer, Jess Hess, Ayakha Jiyane and her three siblings and all women and children who were brutally murdered by me",0.8906753
"[ 0.9445902  -0.10792556 -0.18985894 ...  1.489342    1.4151597
  1.3567324 ]","[ 0.01343193 -0.00376556  0.00056964 ...  0.0438623   0.02236556
  0.04026117]",Khabinete yi khumukile nkarhinyana na ku rhumela vurhumiwa bya Vaholobye kusuka eka ntshamo wa ntolovelo wa Khabinete ku ya hlangana na madzanadzana ya vakombisa-ku-vilela lava a va hlengeletanile ePalamende ku vilela hi GB,Cabinet temporarily adjourned and released a delegation of Ministers from an ordinary sitting of Cabinet to meet with hundreds of protestors who had gathered at Parliament to protest against GB,0.85983694
"[ 1.6666303   1.232501   -0.31217483 ...  1.4636998   1.708577
  0.34049886]",[0.03546459 0.01728698 0.00018442 ... 0.02540802 0.025224   0.01458462],"Khabinete yi tlhele yi tumbuluxa komiti ya tindzawulo to hambanahambana leyi nga ta tirhisana swin'we na vanhu va tiko ku herisa GB Komiti leyi yi katsa Holobye eHofisini ya Presidente, Ttn Jackson Mthembu; Holobye wa Maphorisa, Ttn Bheki Cele; Holobye wa Vuxaka bya Matiko ya Misava na Ntirhisano, Dkd Naledi Pandor; Holobye ya Vutshamiso bya Vanhu, Mati na Mbhasiso, Mn Lindiwe Sisulu; Holobye wa Vusirheleri na Khale ka Masocha, Mnn Nosiviwe Mapisa-Nqakula; Holobye wa Vululami na Vukorhokeri bya swa Makhotso, Ttn Ronald Lamola; Holobye wa Vuhlayiseki bya Tiko, Mnn Ayanda Dlodlo, Holobye wa Nhluvukiso wa Vanhu, Mnn Lindiwe Zulu na Holobye wa le Hofisini ya Phuresidente wa Vavasati, Vantshwa na Vanhu lava nga na Vutsoniwa, Mnn Maite Nkoana-Mashaban Komiti leyi yi ta kucetela vanhu hinkwavo ku lwisana na mhaka ya GBV, na ku tivisa nkarhi na nkarhi Khabinete na vaaki hi matshalatshala ya yona ku hunguta GB Komiti leyi yi ta tiyisisa leswaku mindyangu na vaxanisiwa va GBV va seketeriw","Cabinet has also established an inter-ministerial committee that will work together with civil society to bring an end to GB This committee consists of Minister in The Presidency, Mr Jackson Mthembu; Minister of Police, Mr Bheki Cele; Minister of International Relations and Cooperation, Dr Naledi Pandor; Minister of Human Settlements, Water and Sanitation, Ms Lindiwe Sisulu; Minister of Defence and Military Veterans, Ms Nosiviwe Mapisa-Nqakula; Minister of Justice and Correctional Services, Mr Ronald Lamola; Minister of State Security, Ms Ayanda Dlodlo, Minister of Social Development, Ms Lindiwe Zulu and Minister of in the Presidency for Women, Youth and Persons with Disabilities, Ms Maite Nkoana-Mashaban This Committee will mobilize society as a whole against the phenomenon of GBV, and regularly update Cabinet and the public on its efforts to curb GB",0.9047262
"[ 1.1358879   0.81597453 -0.12622316 ...  0.79710364  0.7565398
  0.87753814]",[0.01356389 0.02517194 0.01109116 ... 0.0322324  0.02090898 0.02417784],"Khabinete yi kombisile hi nhluvuko lowu endliweke eka masimekelo ya Xihlambanyo xa Samiti ya Vaphuresidente ya ku Lwisana na GBV na ku Dlayeteriwa ka Vavasati leyi a khomeriwe eCenturion hi 1 na 2 Hukuri 2018 ku hluvukisa kungu ra rixaka ra nghingiriko wo lwisana na GB Xivumbeko xa Xinkadyana xi tumbuluxiwile hi Sunguti 2019 lexi a xi ri na vayimeri va tinetiweke ta vaakatiko na tindzawulo ta mfum Kungu ra swa Maqhinga ra Rixaka ra mpfapfarhuto ri hluvukisiwile, leri ri simekiweke ehenhla ka tinhlengeletano to tihlanganisa, leti yisaka emahlweni Xihlambanyo lexi amukeriwek Mikanerisano yi ku le ku endliweni etikweni hinkwaro naswona ku ta va na mbuyelo eka Huvo ya GBV na ku Dlayeteriwa ka Vavasati ya Rixaka, leyi yi nga ta nyikiwa ku ri na switirhisiwa leswi faneleke ku fambisa nongonoko wo lwisana na GB","Cabinet reflected on the progress made on the implementation of the Declaration of the Presidential Summit Against GBV and Femicide held in Centurion on 1 and 2 November 2018 to develop a national plan of action against GB An Interim Structure was established in January 2019 comprising of representatives of civil-society networks and government department A draft National Strategic Plan has been developed, which is based on consultative meetings, which build on the adopted Declaratio Consultations are underway across the country and will result in the envisaged National GBV and Femicide Council, which will be provided with the necessary resources to drive the anti GBV programm",0.8816432
"[ 0.48378047  0.46004742 -0.09303711 ...  0.51818264  0.57328385
  0.84104633]","[ 1.0329980e-02  1.3666619e-02 -6.4177229e-06 ...  2.0646010e-02
  1.5145018e-02  2.0417010e-02]","Ku ri karhi ku nga kanetaniwi na leswaku hi pasisile milawu yo tala ku tirhana na timhangu swa madzolonga ehenhla ka vavasati na vana, naswona loko hi ri karhi hi amukela matshalatshala lawa maphorisa na tiejensi tin'wana to sindzisa nawu","Notwithstanding that we have enacted many laws to deal with incidences of violence against women and children, and whilst we appreciate the efforts that police and other law-enforcement agencies",0.87144303
"[ 0.8731906   0.92692244 -0.2871714  ...  0.6936654   0.7069447
  1.2722416 ]","[ 0.01846152  0.05524747 -0.0020039  ...  0.00821235  0.01085913
  0.02882801]","ku katsa na vachuchisi, vamajisitarata na vaavanyisi va ka hina","including our prosecutors, magistrates and judges",0.8598956
